company_id,name,website_domain,description,industry_primary,verticals,year_founded,hq_city,hq_state,hq_country,funding_total_usd,last_round_type,last_round_size_usd,last_round_date,filing_count,source,github_stars,github_activity_90d,hn_mentions,hn_points,open_job_postings
c_f1bf3aca6d10,Gaingels Reflect Orbital LLC,,,Other,,2026.0,BURLINGTON,VT,US,475011.0,Pre-Seed,475011.0,2026-09-21,1,edgar,,,,,
c_ac97f759d21a,"Functional Longevity Labs, Inc.",,,Other Health Care,,2024.0,EASTON,MD,US,1000000.0,Seed,1000000.0,2026-09-21,1,edgar,,,,,
c_29b1365c3a9f,"Rebel Audio, Inc.",,,Other Technology,,2025.0,FRANKLIN,TN,US,14150000.0,Early,14150000.0,2026-09-21,1,edgar,,,,,
c_4a7c64db1830,Them3 Labs Inc.,,,Other Technology,,2026.0,BOYNTON BEACH,FL,US,,Seed,,2026-09-21,1,edgar,,,,,
c_f9c951793209,Monocacy Therapeutics Inc.,,,Biotechnology,,2025.0,MONROVIA,MD,US,49.0,Pre-Seed,49.0,2026-09-21,1,edgar,,,,,
c_eef1086c794d,"Paralign Health, Inc.",,,Other Technology,,2023.0,NEW YORK,NY,US,300000.0,Pre-Seed,300000.0,2026-09-21,1,edgar,,,,,
c_a22e5b9944d3,"Inquire, Inc.",,,Other,,2025.0,FALLS CHURCH,VA,US,5000000.0,Early,5000000.0,2026-09-21,1,edgar,,,,,
c_dea5ef553a36,"Disputed, Inc.",,,Other Technology,,2023.0,WASHOUGAL,WA,US,,Seed,,2026-09-21,1,edgar,,,,,
c_aa463d478a07,Next Wave Partners LLC,,,Business Services,,,LAS VEGAS,NV,US,500000.0,Seed,500000.0,2026-09-21,1,edgar,,,,,
c_7044557fac37,"3Helix, Inc.",,,Biotechnology,,2023.0,SALT LAKE CITY,UT,US,10000000.0,Early,10000000.0,2026-09-21,1,edgar,,,,,
c_1d0f66be246e,iQure Pharma Inc.,,,Other,,,SKILLMAN,NJ,US,4000000.0,Early,4000000.0,2026-09-21,1,edgar,,,,,
c_9dca0e464a48,"Renovo Concepts, Inc.",,,Other Health Care,,,SAN ANTONIO,TX,US,10050000.0,Early,10050000.0,2026-09-21,1,edgar,,,,,
c_86fe859fd4f3,"Avery Therapeutics, Inc.",,,Biotechnology,,,TUCSON,AZ,US,15400000.0,Later,15400000.0,2026-09-21,1,edgar,,,,,
c_63db4673e044,"NEXT10, INC",,,Other,,,GREEN VALLEY,AZ,US,25000000.0,Later,25000000.0,2026-09-21,1,edgar,,,,,
c_218fc706ca01,Shoot 360 Inc.,,,Other,,,VANCOUVER,WA,US,6000000.0,Early,6000000.0,2026-09-21,1,edgar,,,,,
c_2ac254a9cb39,Golden Arrow Resources Corp,,,Other,,,Vancouver,A1,US,1305355.0,Seed,1305355.0,2026-09-21,1,edgar,,,,,
c_0f507fda58f9,Lexaria Bioscience Corp.,,,Biotechnology,,,KELOWNA,A1,US,113492.0,Pre-Seed,113492.0,2026-09-21,1,edgar,,,,,
c_c1646fef3769,"BioStem Technologies, Inc.",,,Biotechnology,,,POMPANO BEACH,FL,US,40000000.0,Later,40000000.0,2026-09-21,1,edgar,,,,,
c_9426351dea44,"Tenon Medical, Inc.",,,Other Health Care,,,LOS GATOS,CA,US,4308510.0,Early,4308510.0,2026-09-21,1,edgar,,,,,
c_b267c7701cfb,"Wellness Credit, LLC",,,Business Services,,2026.0,FRANKLIN,TN,US,1000000.0,Seed,1000000.0,2026-09-21,1,edgar,,,,,
c_ce7326f89992,"Jupiter Biomedical Research, Inc.",,,Biotechnology,,,PALM BEACH GARDENS,FL,US,1000000.0,Seed,1000000.0,2026-09-21,1,edgar,,,,,
c_cf52fdfa0ff8,Maple Gold Mines Ltd.,,,Other,,,VANCOUVER,A1,US,428022.0,Pre-Seed,428022.0,2026-09-21,1,edgar,,,,,
c_3f9b7ea79e15,North Sky Metals Corp.,,,Other,,2023.0,WHITE ROCK,A1,US,129634.0,Pre-Seed,129634.0,2026-09-21,1,edgar,,,,,
c_8c4c3d0b2b2d,GrayPass,graypass.org,"Login tells you who signed in. GrayPass verifies the expected person is still in control before consequential actions happen. We use cognitive biometrics like typing rhythm, cursor movement, scrolling, and response timing alongside session and device context to continuously establish assurance.

Before actions like approving a payment, changing admin permissions, exporting sensitive data, or letting an AI agent act on someone’s behalf, GrayPass returns allow, challenge, hold, or deny and produces signed proof tied to that action.",B2B,"Biometrics, Identity, Infrastructure",,Toronto,ON,Non-US,,,,,0,yc,,,,,
c_7610e415aab7,Viraj Aero,viraj-aero.com,Next generation engines for aircraft and data centers,Industrials,"Hard Tech, Energy, Aerospace, ClimateTech, AI",,Toulouse,Occitanie,France,,,,,0,yc,,,,,
c_4ec1cfdd94f5,Faraday,faradaycompute.com,"Industrial aOS between humans, agents, and robots",Industrials,"Artificial Intelligence, Robotics, B2B, Manufacturing, Enterprise Software",,San Francisco,CA,US,,,,,0,yc,,,,,
c_d401a6cc67d7,Shire Intelligence,shireintelligence.com,"Shire is an AI floor manager for full-service restaurants, running on the cameras they already have. It sees what a great manager sees: a guest ready to order, a table waiting on the check, a four-top that needs clearing, a server that is double booked. Then it acts, alerting staff in the moment and seating each new party with the server who has room. A POS only knows what gets typed into it. Shire knows what is happening in the room, so wait-time quotes, staffing, and pricing run on real turn times.",Consumer,"Deep Learning, Food Tech",,Myrtle Beach,SC,US,,,,,0,yc,,,,,
c_03f7fd20715a,Volaren Inc.,volaren.ai,"Every great investment starts as an idea about the world. Institutions have teams of analysts turning those ideas into positions. Volaren is that team, processing data through fundamentals and quantitative models that can be personalized with AI.

Turn your views into trades, portfolios, and strategies, or co-invest alongside top traders and hedge funds. Volaren stays with you from there, showing you what's actually driving each position and what it means for your next move.",Fintech,"Fintech, Marketplace, Finance, Creator Economy, AI",,New York City,NY,US,,,,,0,yc,,,,,
c_229b1f002d5e,Streamline Systems,streamlinesystems.ltd,"Streamline Systems is building the replacement for GPS. 

Satellite positioning has become the single point of failure for almost every modern system, both military and civil. We've built the replacement. A drop-in module that integrates with existing Ardupilot, INAV and PX4 flight controllers, with demonstrated satellite-independent autonomous flight and GPS handoff. We're currently working with commercial and military end users to deploy the capability.",Industrials,"Autonomous Delivery, Drones, Navigation",,,,,,,,,0,yc,,,,,
c_367ade14bd0c,Kailash Labs,kailashlabs.com,"The world generates petabytes of video every day, and almost none of it is readable to machines.  Frontier VLMs that can unlock this (like Gemini) are too expensive to run at the volume real industries have, too generic for any single task, and can't be deployed on-prem where sensitive video lives.

We are building an auto vision factory: take video plus a customer's objective, distill a frontier model, and post-train a small open model that is SOTA on that one task and serve it blazingly fast. Our first product, Marlin, is a 2B-parameter open-weights video VLM that matches Gemini-2.5-flash on dense captioning and temporal grounding at a fraction of the cost. ",B2B,"Deep Learning, Edge Computing Semiconductors",,Bengaluru,KA,Non-US,,,,,0,yc,,,,,
c_c6d1d68b70fb,Agent Relay,agentrelay.com,"Agent Relay helps software teams work better with coding agents, and helps those agents work better as a team. It gives Claude Code, Codex, OpenCode, and custom agents shared messaging, session history, and access to tools like GitHub, Linear, and Slack. Teams can see what every agent is doing, run checked and resumable workflows, and step in when human judgment is needed. Run it in our cloud, locally, or on your own hardware.",B2B,"Developer Tools, Swarm AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_369101fd8d47,Invertix,invertix.ai,"The next constraint is not intelligence, it is the energy and operational cost of running it.
We deploy custom AI models inside critical infrastructure companies that ingest SCADA data, work orders, human interventions,  operational data no public model has seen, grounded in physics-informed neural networks and differentiable simulators. 
This creates a flywheel: more operator data → better process understanding → more efficient operations → cheaper energy → cheaper AI → more deployment → more data. 

https://www.youtube.com/watch?v=0uDH6pMn5OE

AI compute doubles every 2.2 years. Data center demand grows from 415 to 945 TWh by 2030. Without near-zero energy cost, AI remains limited by human infrastructure. We are the layer that runs AI at zero energy cost.
Energy is a $10 trillion market. The infrastructure layer doesn't exist yet. 
We are building it.",Industrials,"Artificial Intelligence, Solar Power, Infrastructure",,Munich,BY,Non-US,,,,,0,yc,,,,,
c_0b7f4c6ea623,Applied Kinetics,appliedkinetics.ai,"Applied Kinetics builds and deploys specialized AI employees to handle the coordination work behind America's energy and data center buildout. Our agents chase suppliers, track equipment approvals and delivery dates, and flag delays so project teams can keep critical equipment moving without hunting for updates across emails and spreadsheets.",B2B,"B2B, Supply Chain, Procurement, Energy, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_6dbd39085f13,Inflection Space Systems,inflection-space.com,Inflection is building the industrial capacity to manufacture tens of thousands of spacecraft per year for next generation commercial and government space applications. Imagine a factory that looks like an Amazon fulfillment center instead of a NASA clean room.,Industrials,"Satellites, Manufacturing, Defense",,Los Angeles,CA,US,,,,,0,yc,,,,,
c_45edc2613552,Sintropix,sintropix.com,Autonomous accounting platform for global companies. We close your books and give you financial clarity while you run your business. ,B2B,"Fintech, B2B, AI",,Santiago,Santiago Metropolitan Region,Chile,,,,,0,yc,,,,,
c_26613dd487d2,River,meetriver.com,AI made software engineers 100x more productive. We're bringing that same transformation to knowledge workers with the AI desktop.,B2B,"Artificial Intelligence, Productivity",,San Francisco,CA,US,,,,,0,yc,,,,,
c_b06ef00ce61d,Oasive,oasive.ai,"Oasive helps bond investors figure out which bonds are rich or cheap, and why. We give portfolio managers, traders, analysts and investment advisers a team of AI analysts, combining fixed income research, proprietary quantitative models and scenario analysis to move from trade idea to decision in minutes. Our focus is Macro and Rates Research and MBS, with munis, ABS and corporates next.",Fintech,"FinOps, Fintech, Investments",,San Francisco,CA,US,,,,,0,yc,,,,,
c_dffe79f7bf38,Nxtcure Labs,nxtcure.com,"Reinventing medicine from lab to drug discovery.
NxtCure CRO- an AI-native, full-stack CRO built to take therapeutics from discovery to market faster.
NxtCure Cancer- the all-in-one mobile platform guiding patients through the cancer journey.
We’re building the operating system for the future of medicine.",Healthcare,"Health Tech, Healthcare",,San Francisco,CA,US,,,,,0,yc,,,,,
c_613d71042255,Perit.AI,perit.ai,Expert-led data and RL platform for AI labs,B2B,Data Labeling,,San Francisco,CA,US,,,,,0,yc,,,,,
c_886a957a7357,Hickory & Company,hickory.co,Hickory offers agentic compliance and BSA for banks and fintechs,B2B,"Fintech, SaaS, Compliance",,Salt Lake City,UT,US,,,,,0,yc,,,,,
c_60ed8ef890db,Lark,trylark.ai,"Lark builds specialized AI agents that automate manual workflows for wholesale distributors. Our agents work with existing ERP systems, learning from each distributor’s historical data and the team’s decisions. Together, these agents can run a distributor’s entire operation.",Industrials,"Artificial Intelligence, B2B, Supply Chain",,San Francisco,CA,US,,,,,0,yc,,,,,
c_d46821c96027,Memorable,memorable.sh,reducing agent reasoning into a graph search problem,B2B,"Developer Tools, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_feb30f4e5f80,gbrain.io,gbrain.io,"Like ChatGPT or Claude, but it runs in the cloud, remembers everything you give it, and comes loaded with skills. Hand it a job tonight and read the answer in the morning. Use it on your own, or with your whole team.",B2B,"Workflow Automation, Automation, AI Assistant",,San Francisco,CA,US,,,,,0,yc,,,,,
c_62d2bfdba2df,Ignition Benefits,ignitionbenefits.com,"Ignition is an AI-native employee benefits brokerage for companies with under 200 employees. Health insurance is one of the largest line items these companies carry, and employers absorb 15 to 40% rate increases year after year without ever seeing their own numbers. We have rebuilt the sales and back office to be AI-first. This market represents about $500B of market cap, and those businesses have not fundamentally changed in over 50 years. While scaling Plated, I wore every HR hat from doing payroll myself, to managing a PEO, to eventually hiring an employee benefits broker on our way to 1,500 employees. We wasted over $4M on benefits over 5 years, and I'm building Ignition to help companies under 200 employees avoid making my mistakes.",Fintech,"Health Insurance, Insurance, AI",,Los Angeles,CA,US,,,,,0,yc,,,,,
c_fa9255301543,Agent 37,agent37.com,"* Ready to Use Instantly: Skip the complex server setup. It comes pre loaded with top AI Agents (like Claude Code and Hermes) so your agents can start working immediately.

* Keep Your Work Safe: Unlike other systems that delete everything when they finish a task, these sandboxes remember your files, code, and settings forever until you delete them.

* Pay Only for What You Use: Stop paying for idle servers. You pay a tiny fee to store your files, but you only pay for compute power during the exact minutes your AI is actively running.

* Zero Infrastructure Headaches: You don’t need to be a senior DevOps engineer or manage complex cloud networks. One simple command handles the entire backend for you.

* Connect to Any App: Allow your AI agents to securely log into and interact with everyday tools like Slack, Gmail, and GitHub in just a few clicks.",B2B,"Developer Tools, SaaS, B2B, AI",,New York City,NY,US,,,,,0,yc,,,,,
c_9eb8f90da9e2,Aviern,aviern.com,"Aviern builds unmanned airplanes that turn the sky into a geospatial intelligence source. Our fixed-wing aircraft launch, fly, and land from unattended docks along infrastructure corridors, with onboard perception that flags leaks, encroachments, and vegetation risk with no pilot in the loop. We're starting with PHMSA-mandated pipeline patrol, where operators still pay helicopter crews to fly their lines up to 26 times a year, and we sell per mile as a service. The same aircraft, docks, and intelligence stack extend to the power grid, rail, borders, and bases.",Industrials,"Geographic Information System, Airplanes, Aerospace, Infrastructure",,Los Angeles,CA,US,,,,,0,yc,,,,,
c_50876b87ccbb,Papaya,papaya.fyi,"Papaya is the optimization engine for AI agents. Engineers don't have time to continually improve the agents they've shipped — the context bloat, overly chatty subagents, and broken tool calls sit in production traces nobody reads, quietly hurting agent efficiency. With Papaya they connect their agent directly via SDK, get actionable recommendations on how to improve quality, latency, and cost, and the ones they approve are pushed to production as pull requests.

Papaya runs 200+ research-backed analyses across context, prompts, prompt caching, subagents, and tool calls. Every recommendation is ranked by impact and comes with the production runs that produced it — typically a 10%+ quality improvement on the first workflow analysis.",B2B,"AIOps, B2B, Enterprise Software, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_4c51098a3ae4,Roma,roma.app,"Roma is the task app where AI gets to work for you. Simply type or say anything - an idea, a thought, a bunch of different things you need to remember - and Roma starts the work from your pocket.

It's connected to your calendar, your email, your files, so it knows what to do next before you even ask.",Consumer,"Consumer, Productivity, AI Assistant",,,,,,,,,0,yc,,,,,
c_7ecef31b6781,Tilion,tilion.dev,"we build self-healing browser infrastructure that runs millions of agent operations a day without supervision. 

teams use it for large-scale data collection, agentic workflows, continuous monitoring, and anything else that requires acting on the web at volume.
",B2B,"B2B, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_eb5fc5b78617,Sigma,,Lakehouse-as-a-Service (LaaS) for pre and post-acquisition,B2B,"Finance, B2B, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_ce4c6ff87a95,Vyra,usevyra.com,"Instead of making users learn a timeline, we let them upload footage, describe what they want, and get back a polished edit in minutes.",Consumer,"Video, Automation, SMB",,San Francisco,CA,US,,,,,0,yc,,,,,
c_2664c5f200b5,Micora,micora.com,"Micora builds a solar-farm-in-a-box that can be shipped anywhere and built without specialized labor. We have designed a new type of solar farm micorgrid that is palletized, lightweight, and deployable. Our system autonomously builds 100kWp of capacity per day and is easily scalable to MWs of capacity which is a size currently only serviced by slow moving and at capacity EPCs. 

As demand from data centers, advanced manufacturing, and electrification strains existing power infrastructure, the ability to deploy substantial generation quickly is becoming increasingly valuable and unavailable. We are the only company that services utility-scale power needs in weeks. ",Industrials,"Energy Storage, Robotics, Solar Power",,San Francisco,CA,US,,,,,0,yc,,,,,
c_5bf0f080eb4a,Deploy,deployrobotics.co,Deploy's core belief is that robots should be useful. Getting a generalist robot to do real work is fundamentally the same problem across industries. We build everything between the model and the task to bring generalist robots to the businesses that actually need them.,Industrials,Robotics,,San Francisco,CA,US,,,,,0,yc,,,,,
c_41f97ea704c3,DeepMark,deepmark.me,"DeepMark is the authentication layer for AI voice. When an AI agent speaks, we embed a compact, machine-readable ID directly into the audio, not in metadata, which gets stripped the moment a file is touched. The ID resolves to a trust record, so a bank, a call center, or the person on the line can verify in real time who the agent is.",B2B,"Deep Learning, B2B, Cybersecurity",,San Francisco,CA,US,,,,,0,yc,,,,,
c_2451f5519b98,Mirrors,runmirrors.com,"Mirrors provides regression testing for AI agents.

Teams shipping agents constantly change prompts, models, and tools, and there's no way to test any of it. Agents call bespoke internal tools and APIs no test framework can reproduce, so most teams ship on vibes.

Mirrors rebuilds the tools your agent calls from your own production traces, then replays real sessions against every change before it merges. You see which tool calls changed, which arguments moved, and where state landed differently. And when something fails, we tell you whether your agent regressed or something upstream moved.

Built for teams whose agents take irreversible actions. Refunds, record updates, outbound email.

Runs in your CI on every PR.",B2B,"Artificial Intelligence, Developer Tools, SaaS, B2B, DevOps",,San Francisco,CA,US,,,,,0,yc,,,,,
c_27884123f93a,Shepherd Robotics,shepherdrobotics.ai,"Shepherd Robotics builds general purpose robots for skilled physical work across AI infrastructure and advanced manufacturing. Our robots are powered by robot foundation models and use modular, flexible hardware designed to adapt to different environments and tasks.
We train our systems on a combination of real world and simulation data so they can learn complex manipulation skills and generalize across workflows. We are starting with tasks such as data center construction and operations, cable and wire manufacturing, wire harness assembly, kitting, and factory packaging, where traditional automation struggles with variability, dexterity, and changing environments.",Industrials,"Hardware, Robotics, Manufacturing, Automation, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_af1068f3de3c,Sona8,sona8.com,"Sona8 is a voice agent that talks to every employee about how their work gets done. Consulting, transformation and corporate development teams spend a large part of every project on stakeholder interviews and stakeholder alignment, and still only hear from a small share of the people affected.

Each employee gets a link and talks to the agent for about 20 minutes. The agent asks follow-up questions, for example why a step is still done by hand or who else is involved. From the conversations we build process maps and a list of the problems people described, by site and team.

During the implementation, the agent goes back to the employees involved after each initiative and asks whether it was implemented and what changed. The result is a project management office that has talked to every employee. Today consulting firms buy it for the stakeholder interviews at the start of an engagement. Transformation and corporate development teams buy it to run the implementation of a change program.

Over time this becomes the way a company knows how it runs. Sona8 reads the systems the company already uses, connects them to what employees said, and keeps the picture current by asking again. Before a decision, you ask what it would do across sites and teams and get an answer from the whole company. A small team steers a company-wide program that used to need a large one. And AI agents inside the company come here first to learn how the work is done before they change anything.",B2B,"HR Tech, AI, Conversational AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_661a839c1ee2,ByteAsk,byteask.ai,"ByteAsk is an AI coding agent built for C and C++, the code that runs trading systems, cars, chips, and operating systems. It does not stop at a diff that looks right. ByteAsk builds, debugs, and tests every change with the real toolchain until the change holds. If the compiler, the debugger, or the tests can catch it, then ByteAsk catches it too. It runs from the terminal or inside VS Code, Neovim, and Emacs, and is available fully on-prem.",B2B,"Developer Tools, Generative AI, SaaS, Enterprise Software, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_f846330e0779,Frontrunner,usefr.com,"Build agents that research accounts, find prospects, run campaigns, update your CRM, qualify inbound, and more. Connect them to the systems you already use and let them work alongside your GTM team.

Engineer your revenue factory on Frontrunner. ",B2B,"Artificial Intelligence, Sales, Marketing",,San Francisco,CA,US,,,,,0,yc,,,,,
c_8105c4aec0f1,The Agentic Data Co.,theagenticdatacompany.com,We design and collect audio datasets for training speech models.,B2B,"Artificial Intelligence, Conversational AI, ML",,San Francisco,CA,US,,,,,0,yc,,,,,
c_62f1e5dd7049,SuperRadiant,superradiant.co,"Every instance of intelligence occurring in nature is embodied. Scientific intelligence is no different. We are building general-purpose robotic experimentalists: systems that unite scientific reasoning and physical action to iterate toward discovery by observing, hypothesizing and experimenting.",Industrials,"Robotics, Energy, Advanced Materials, AI, Biotechnology",,San Francisco,CA,US,,,,,0,yc,,,,,
c_7b69c959b92f,ORO AI,oroagents.com,"We're building the open benchmark for commerce.

Builders submit shopping agents. Independent validators run them against problems that change daily. The best agent earns the rewards, and every run becomes training data.",B2B,"Artificial Intelligence, Crypto / Web3, Consumer Products",,Vancouver,BC,Non-US,,,,,0,yc,,,,,
c_a5dc28cd724d,Hesper AI,gethesperai.com,"Hesper AI builds AI agents that investigate P&C insurance claims end to end.

Hesper’s agents read the claim file, detect tampered documents, verify facts, check coverage, flag inconsistencies, and produce an audit-ready case file in minutes, so insurers can check every claim. 

We work with Claims and SIU orgs at Carriers, MGAs and TPAs,",Fintech,"Insurance, Fraud Detection, AI",,New York City,NY,US,,,,,0,yc,,,,,
c_48d2154ee427,Halmos Labs,halmoslabs.com,"Halmos Labs builds automated biotech R&D on the principles of validity and interpretabillity. We run research, and simulations answering open questions ranging from wetlab experiment design to full cancer vaccine manufacturing.",Healthcare,"AI-powered Drug Discovery, Swarm AI, Biotech",,Lund,Skåne County,Sweden,,,,,0,yc,,,,,
c_6f86a9588197,Dreamscale Labs,dreamscalelabs.com,"Dreamscale Labs is building the fastest cloud inference platform for robotics. As complex physical AI models become difficult to fit on expensive on-robot GPUs, we let users offload inference to the cloud and serve them with real-time latency. So far, we've hit 40-50% lower latency than existing neoclouds.
",Industrials,"Artificial Intelligence, Robotics, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_499f2bac6353,Sinter,sinter.systems,"Sinter is creating a faster and radically more affordable American plastics pipeline, helping iteration heavy hardware teams evolve from additive prototypes to production parts on week-scale timelines.",Industrials,"3D Printing, Manufacturing, Advanced Materials",,El Segundo,CA,US,,,,,0,yc,,,,,
c_841ef458829b,Hopper,withhopper.com,"Hopper post-trains STT, TTS, and speech LLMs on your production calls, then serves and improves them against your live traffic",B2B,"Artificial Intelligence, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_06b6b2be3c69,OnePatch,onepatch.dev,"OnePatch is a forward-deployed AI SRE. It instruments your services, watches how they actually behave in prod, catches incidents, and drives each one to resolution. Think Datadog, except it doesn't stop at telling you something broke: it keeps going until the fix is shipped.",B2B,"DevOps, Automation, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_9fdf7e729a05,Orca Aerospace,orcaaerospace.com,"At Orca, we are focused on creating the future of spacecraft operations by moving control onto the vehicle. By allowing AI models to control the satellite using deterministic tooling, we are able to achieve the same holistic, high-quality decisions on ""what"" to do to carry out a mission while maintaining the safety of systems that decide ""how"" to execute it. ",Industrials,"AIOps, Space Exploration, Satellites",,San Francisco,CA,US,,,,,0,yc,,,,,
c_7b46cef9e1cb,Maritime,maritime.sh,"Maritime is cloud infrastructure for AI agents. We help companies give every customer an agent running in its own isolated, persistent computer, starting at $1 per agent per month. Maritime handles hosting, scaling, and sleep/wake automatically, so developers can run thousands of agents without managing the infrastructure.",B2B,"Developer Tools, Cloud Computing, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_78876fc9e997,Asakana,asakana.co,"Restaurants send orders to food distributors by email, text, and photo. Someone at the distributor retypes every one of them into the ERP. Asakana does that entry instead: orders land in the ERP already entered, and anything unclear goes to a person before it goes in. Live at US seafood distributors today, returning 40%+ of order-desk time to selling. Founded by a seafood distributor and a Gemini builder.",Consumer,"SaaS, Food & Beverage",,San Francisco,CA,US,,,,,0,yc,,,,,
c_78f28febf085,Boat,boat.dev,"**Problem**

Humans used to need laptops to do their work. Now they prompt agents instead, and those agents need computers too: always-on, in large quantities, and with unlimited capabilities. 

Building and maintaining that yourself is far from trivial.

**Solution**

Boat provides powerful, simple, permissive Ubuntu VMs in the cloud. In a sandbox, an agent can work for long periods on code or on knowledge work like legal, research, reporting, and auditing.

**Why Boat and not any other cloud VM?**

1. It is ready out of the box: every sandbox ships with a desktop, chrome, languages, docker, snapshots, and templates, plus a CLI, SDK, API, and control pane for your fleet.
2. It is permissive and paradigm agnostic: any number of agents can use any number of sandboxes. Agents can run inside or use sandboxes as an external tool.
3. It is expertly crafted: we manage everything from the individual CPU to the orchestration software, which makes sandboxes stable, persistent, scalable, and secure.
4. It is the best performance and price in town: our CPUs rank first on HPC benchmarks, and sandboxes are typically 9x to 18x cheaper than other leading sandboxes.

**Further notes**

Sandboxes are hosted in Europe, which keeps prices low, and more regions are coming. Unless compliance requires it, agents don't notice the region they run in.",B2B,"Developer Tools, Cloud Computing",,Paris,Île-de-France,France; Remote,,,,,0,yc,,,,,
